Month,Grade,Region,Regional_Price,National_Price,Seasonal_Impact,Indonesia_Price_in_USD,Madagascar_Price_in_USD,Tanzania_Price_in_USD,Local_Production_Volume,Local_Export_Volume,Global_Production_Volume,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price
11/1/2020,Clove,Nuwaraeliya,805.50,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Kegalle,774.75,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Ratnapura,902.75,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Badulla,738.50,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Kurunegala,811.33,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Colombo,885.13,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Gampaha,861.25,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Kalutara,926.67,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Galle,812.50,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Matara,913.25,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Hambantota,865.00,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Clove,Monaragala,856.25,836.01,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Kandy,100.00,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Matale,91.25,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Nuwaraeliya,87.50,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Kegalle,75.75,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Kurunegala,65.67,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Gampaha,63.50,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
11/1/2020,Stem,Matara,80.50,84.21,0,3.8,4.45,5,1426.5,52,30523,26.84,317.73,184.4379,4.1,104
12/1/2020,Clove,Kandy,822.60,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Matale,819.00,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Nuwaraeliya,810.50,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Kegalle,807.80,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Ratnapura,781.00,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Badulla,746.00,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Kurunegala,816.80,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Colombo,823.25,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Gampaha,902.50,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Kalutara,906.00,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Galle,780.00,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Matara,789.60,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Hambantota,771.60,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Clove,Monaragala,828.75,813.30,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Kandy,99.20,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Matale,89.60,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Nuwaraeliya,90.00,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Kegalle,88.60,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Kurunegala,64.60,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Gampaha,72.00,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
12/1/2020,Stem,Matara,80.80,84.33,1,3.85,4.5,5.05,2567.7,52,18439,25.98,358.93,187.1822,4.2,104
1/1/2021,Clove,Kandy,794.50,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Matale,814.75,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Nuwaraeliya,800.75,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Kegalle,801.25,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Ratnapura,778.00,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Badulla,728.50,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Kurunegala,795.75,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Colombo,751.75,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Gampaha,807.50,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Kalutara,887.50,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Galle,737.50,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Matara,760.25,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Hambantota,748.75,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Clove,Monaragala,812.50,787.10,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Kandy,100.00,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Matale,89.75,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Nuwaraeliya,92.25,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Kegalle,93.25,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Kurunegala,64.00,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Gampaha,67.00,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
1/1/2021,Stem,Matara,76.00,82.97,1,4.2,4.8,6,1711.8,324,10128,25.61,268.48,190.4918,3,104
2/1/2021,Clove,Kandy,813.50,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Matale,847.50,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Nuwaraeliya,791.25,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Kegalle,820.00,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Ratnapura,775.33,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Badulla,756.00,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Kurunegala,797.00,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Colombo,754.33,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Gampaha,786.67,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Kalutara,890.67,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Galle,736.67,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Matara,791.00,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Hambantota,749.67,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Clove,Monaragala,813.67,794.91,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Kandy,99.33,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Matale,90.00,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Nuwaraeliya,90.67,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Kegalle,97.67,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Kurunegala,63.00,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Gampaha,74.00,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
2/1/2021,Stem,Matara,78.67,84.82,1,4.3,4.9,6.2,0,972,11400,25.75,49.15,194.0665,3,104
3/1/2021,Clove,Kandy,962.00,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Matale,1010.60,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Nuwaraeliya,916.20,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Kegalle,933.20,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Ratnapura,900.40,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Badulla,779.40,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Kurunegala,922.40,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Colombo,756.50,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Gampaha,937.00,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Kalutara,818.00,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Galle,820.00,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Matara,941.40,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Hambantota,901.00,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Clove,Monaragala,888.20,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Kandy,105.40,892.96,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Matale,95.80,89.05,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Nuwaraeliya,97.40,89.05,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Kegalle,97.40,89.05,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Kurunegala,66.80,89.05,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Gampaha,76.00,89.05,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
3/1/2021,Stem,Matara,82.40,89.05,0,4.45,5.05,6.5,0,1620,11595,26.69,106.3,196.9825,4.1,104
4/1/2021,Clove,Kandy,1058.00,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Matale,1061.33,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Nuwaraeliya,983.67,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Kegalle,1033.00,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Ratnapura,973.50,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Badulla,864.33,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Kurunegala,952.33,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Colombo,842.00,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Gampaha,995.00,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Kalutara,875.67,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Galle,913.33,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Matara,1029.33,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Hambantota,1000.00,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Clove,Monaragala,841.67,958.49,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Kandy,114.33,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Matale,97.33,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Nuwaraeliya,104.33,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Kegalle,94.00,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Kurunegala,67.00,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Gampaha,80.67,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
4/1/2021,Stem,Matara,84.33,91.71,0,4.6,5.2,6.8,0,1620,5839,27.96,113.87,197.423,3.9,104
5/1/2021,Clove,Kandy,1059.00,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Matale,1264.67,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Nuwaraeliya,999.00,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Kegalle,983.33,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Ratnapura,977.33,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Badulla,851.00,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Kurunegala,938.67,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Colombo,825.00,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Gampaha,1005.00,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Kalutara,867.33,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Galle,883.33,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Matara,1081.67,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Hambantota,1088.67,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Clove,Monaragala,883.33,957.13,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Kandy,114.00,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Matale,104.92,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Nuwaraeliya,104.00,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Kegalle,90.00,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Kurunegala,67.00,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Gampaha,86.67,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
5/1/2021,Stem,Matara,85.33,90.30,0,4.75,5.35,7.1,0,972,0,28.04,206.22,199.5847,4.5,111
6/1/2021,Clove,Kandy,1412.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Matale,1468.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Nuwaraeliya,1290.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Kegalle,1450.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Ratnapura,1324.50,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Badulla,1037.50,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Kurunegala,1119.33,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Colombo,1260.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Gampaha,1310.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Kalutara,920.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Galle,1212.50,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Matara,1449.50,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Hambantota,1467.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Clove,Monaragala,1135.00,1273.15,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Kandy,128.50,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Matale,112.50,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Nuwaraeliya,131.00,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Kegalle,115.00,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Kurunegala,70.17,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Gampaha,110.00,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
6/1/2021,Stem,Matara,109.00,117.67,0,4.9,5.5,7.4,0,389,3321,27.71,101.55,199.8161,5.2,111
7/1/2021,Clove,Kandy,1399.50,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Matale,1430.00,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Nuwaraeliya,1356.67,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Kegalle,1337.50,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Ratnapura,1390.50,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Badulla,981.33,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Kurunegala,1300.00,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Colombo,1141.75,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Gampaha,1218.75,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Kalutara,958.75,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Galle,1237.50,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Matara,1447.50,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Hambantota,1458.75,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Clove,Monaragala,1050.00,1266.36,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Kandy,141.50,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Matale,127.00,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Nuwaraeliya,129.00,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Kegalle,100.00,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Kurunegala,73.33,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Gampaha,92.75,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
7/1/2021,Stem,Matara,105.50,110.27,0,5.1,5.7,7.8,0,130,14357,27.55,122.53,199.9778,5.7,111
8/1/2021,Clove,Kandy,1433.33,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Matale,1401.67,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Nuwaraeliya,1347.50,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Kegalle,1333.33,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Ratnapura,1291.67,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Badulla,1098.33,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Kurunegala,1344.00,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Colombo,1077.33,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Gampaha,1250.00,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Kalutara,996.67,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Galle,1350.00,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Matara,1451.00,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Hambantota,1430.00,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Clove,Monaragala,1016.67,1271.54,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Kandy,143.33,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Matale,137.00,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Nuwaraeliya,132.00,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Kegalle,106.67,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Kurunegala,73.33,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Gampaha,98.33,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
8/1/2021,Stem,Matara,109.33,113.90,0,5,5.65,7.7,0,130,15453,27.3,105.46,200.4965,6,111
9/1/2021,Clove,Kandy,1440.83,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Matale,1434.67,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Nuwaraeliya,1386.25,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Kegalle,1429.17,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Ratnapura,1320.83,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
