Date,Grade,Region,Regional_Price,National_Price,Seasonal_Impact,Indonesia_Price_in_USD,Madagascar_Price_in_USD,Tanzania_Price_in_USD,Local_Production_Volume,Local_Export_Volume,Global_Production_Volume,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price,Market_Sentiment,Year,Month
2020-09-01,Clove,Gampaha,910.0,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Gampaha,63.75,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Hambantota,842.5,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Kalutara,934.75,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Kandy,892.0,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Kandy,102.0,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Kegalle,874.75,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Kegalle,81.25,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Kurunegala,853.25,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Kurunegala,67.0,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Matale,894.75,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Matale,94.0,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Matara,876.5,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Matara,87.0,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Monaragala,906.25,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Nuwaraeliya,883.75,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Stem,Nuwaraeliya,95.25,83.25,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Ratnapura,786.0,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-10-01,Clove,Badulla,825.75,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Colombo,947.0,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Galle,855.0,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Gampaha,820.0,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Gampaha,55.0,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Hambantota,825.25,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Kalutara,946.75,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Kandy,838.25,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Kandy,100.75,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Kegalle,803.75,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Kegalle,84.5,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Kurunegala,845.0,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Kurunegala,67.0,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Matale,843.0,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Matale,98.25,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Matara,884.75,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Matara,84.5,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Monaragala,875.0,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Nuwaraeliya,800.25,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Stem,Nuwaraeliya,92.0,88.68,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-10-01,Clove,Ratnapura,851.25,856.56,0,3.75,4.4,4.95,0.0,39.0,36211.0,27.46,83.98,184.4379,4.0,104.0,Neutral,,
2020-11-01,Clove,Badulla,738.5,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Colombo,885.13,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Galle,812.5,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Gampaha,861.25,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Gampaha,63.5,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Hambantota,865.0,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Kalutara,926.67,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Kandy,839.0,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Kandy,100.0,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Kegalle,774.75,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Kegalle,75.75,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Kurunegala,811.33,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Kurunegala,65.67,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Matale,806.0,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Matale,91.25,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Matara,913.25,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Matara,80.5,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Monaragala,856.25,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Nuwaraeliya,805.5,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Stem,Nuwaraeliya,87.5,84.21,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-11-01,Clove,Ratnapura,902.75,836.01,0,3.8,4.45,5.0,1426.5,52.0,30523.0,26.84,317.73,184.4379,4.1,104.0,Neutral,,
2020-12-01,Clove,Badulla,746.0,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Colombo,823.25,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Galle,780.0,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Gampaha,902.5,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Gampaha,72.0,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Hambantota,771.6,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Kalutara,906.0,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Kandy,822.6,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Kandy,99.2,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Kegalle,807.8,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Kegalle,88.6,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Kurunegala,816.8,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Kurunegala,64.6,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Matale,819.0,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Matale,89.6,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Matara,789.6,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Matara,80.8,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Monaragala,828.75,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Nuwaraeliya,810.5,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Stem,Nuwaraeliya,90.0,84.33,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2020-12-01,Clove,Ratnapura,781.0,813.3,1,3.85,4.5,5.05,2567.7,52.0,18439.0,25.98,358.93,187.1822,4.2,104.0,Neutral,,
2021-01-01,Clove,Badulla,728.5,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Colombo,751.75,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Galle,737.5,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Gampaha,807.5,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Gampaha,67.0,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Hambantota,748.75,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Kalutara,887.5,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Kandy,794.5,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Kandy,100.0,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Kegalle,801.25,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Kegalle,93.25,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Kurunegala,795.75,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Kurunegala,64.0,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Matale,814.75,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Matale,89.75,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Matara,760.25,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Matara,76.0,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Monaragala,812.5,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Nuwaraeliya,800.75,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Stem,Nuwaraeliya,92.25,82.97,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-01-01,Clove,Ratnapura,778.0,787.1,1,4.2,4.8,6.0,1711.8,324.0,10128.0,25.61,268.48,190.4918,3.0,104.0,Neutral,,
2021-02-01,Clove,Badulla,756.0,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Colombo,754.33,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Galle,736.67,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Gampaha,786.67,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Gampaha,74.0,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Hambantota,749.67,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Kalutara,890.67,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Kandy,813.5,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Kandy,99.33,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Kegalle,820.0,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Kegalle,97.67,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Kurunegala,797.0,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Kurunegala,63.0,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Matale,847.5,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Matale,90.0,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Matara,791.0,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Matara,78.67,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Monaragala,813.67,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Nuwaraeliya,791.25,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Stem,Nuwaraeliya,90.67,84.82,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-02-01,Clove,Ratnapura,775.33,794.91,1,4.3,4.9,6.2,0.0,972.0,11400.0,25.75,49.15,194.0665,3.0,104.0,Neutral,,
2021-03-01,Clove,Badulla,779.4,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Colombo,756.5,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Galle,820.0,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Gampaha,937.0,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Gampaha,76.0,89.05,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Hambantota,901.0,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Kalutara,818.0,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Kandy,962.0,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Kandy,105.4,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Kegalle,933.2,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Kegalle,97.4,89.05,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Kurunegala,922.4,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Kurunegala,66.8,89.05,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Matale,1010.6,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Matale,95.8,89.05,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Matara,941.4,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Matara,82.4,89.05,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Monaragala,888.2,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Nuwaraeliya,916.2,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Stem,Nuwaraeliya,97.4,89.05,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-03-01,Clove,Ratnapura,900.4,892.96,0,4.45,5.05,6.5,0.0,1620.0,11595.0,26.69,106.3,196.9825,4.1,104.0,Neutral,,
2021-04-01,Clove,Badulla,864.33,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Colombo,842.0,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Galle,913.33,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Gampaha,995.0,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Gampaha,80.67,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Hambantota,1000.0,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Kalutara,875.67,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Kandy,1058.0,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Kandy,114.33,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Kegalle,1033.0,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Kegalle,94.0,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Kurunegala,952.33,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Kurunegala,67.0,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Matale,1061.33,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Matale,97.33,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Matara,1029.33,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Matara,84.33,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Monaragala,841.67,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Nuwaraeliya,983.67,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Stem,Nuwaraeliya,104.33,91.71,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-04-01,Clove,Ratnapura,973.5,958.49,0,4.6,5.2,6.8,0.0,1620.0,5839.0,27.96,113.87,197.423,3.9,104.0,Neutral,,
2021-05-01,Clove,Badulla,851.0,957.13,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
2021-05-01,Clove,Colombo,825.0,957.13,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
2021-05-01,Clove,Galle,883.33,957.13,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
2021-05-01,Clove,Gampaha,1005.0,957.13,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
2021-05-01,Stem,Gampaha,86.67,90.3,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
2021-05-01,Clove,Hambantota,1088.67,957.13,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
2021-05-01,Clove,Kalutara,867.33,957.13,0,4.75,5.35,7.1,0.0,972.0,0.0,28.04,206.22,199.5847,4.5,111.0,Neutral,,
