Date,Grade,Region,Regional_Price,Seasonal_Impact,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price,Vietnam_FOB_USD,Vietnam_Harvest_Flag,Urea_Price_USD,India_Domestic_Price,National_Price,Is_Active_Region
2024-08-01,gr1,gampaha,1482.75,1,29.102741,292.1,300.6683,0.5,307,4213.033688291195,0,314.5331991541274,526.5821355742025,1576.39,1
2024-09-01,gr1,gampaha,1482.75,0,29.948332,295.1,301.1505,-0.5,283,4203.841094553013,0,331.69589992427774,540.0364970736388,1576.39,1
2024-10-01,gr1,gampaha,1482.75,0,29.199516,408.2,293.7851,-0.8,283,4198.138888174508,0,337.49583904205423,546.0655607463212,1576.39,1
2024-11-01,gr1,gampaha,1482.75,1,29.554998,422.9,292.0092,-2.1,286,4190.465879961833,0,324.72002270919273,533.0995116844338,1576.39,1
2024-12-01,gr1,gampaha,1482.75,1,30.147902,171.40001,291.6805,-1.7,286,4216.438120515174,0,306.6139420027675,529.7512059417344,1576.39,1
2025-01-01,gr1,gampaha,1482.75,1,29.835001,283.2,296.1796,-4.0,286,4279.7252531612485,0,317.20239831504165,541.817233412074,1576.39,1
2025-02-01,gr1,gampaha,1482.75,1,33.11893,89.100006,296.8034,-4.2,286,4228.195456002618,1,320.8589300629333,505.4307675663931,1576.39,1
2025-03-01,gr1,gampaha,1482.75,1,32.064034,156.6,295.909,-2.6,286,4150.875630323085,1,317.04910085762094,518.7184447170257,1576.39,1
2025-04-01,gr1,gampaha,1482.75,0,31.276667,230.3,298.5312,-2.0,286,4202.029584560194,1,311.3170726812363,501.1488398841625,1576.39,1
2025-05-01,gr1,gampaha,1482.75,0,30.907581,289.80002,299.4142,-0.7,274,4190.735617056114,0,319.49795382958257,513.071469879862,1576.39,1
2025-06-01,gr1,gampaha,1482.75,1,29.531668,380.1,299.9014,-0.6,274,4149.262163465357,0,319.57176618688425,544.6044435130158,1576.39,1
2025-07-01,gr1,gampaha,1482.75,1,29.336613,238.1,301.1217,-0.3,289,4226.937799622318,0,308.62314329575185,505.36736522182946,1576.39,1
2025-08-01,gr1,gampaha,1482.75,1,29.26887,230.8,301.4891,1.2,289,4192.376508180972,0,322.96575545140763,499.00689002180115,1576.39,1
2025-09-01,gr1,gampaha,1482.75,0,29.608334,235.0,302.1955,1.5,283,4166.595477317847,0,329.0227717378665,552.8675631160907,1576.39,1
2025-10-01,gr1,gampaha,1482.75,0,30.067257,322.8,302.9987,2.1,277,4190.651434850728,0,325.5229993767952,533.9233599431858,1576.39,1
2025-11-01,gr1,gampaha,1482.75,1,30.20239,236.70001,302.9987,2.1,277,4180.591159072938,0,304.64427876792894,530.3389303149675,1576.39,1
2020-01-01,gr1,hambantota,554.5,1,30.615934,23.900002,181.4036,5.7,104,4212.098113578301,0,325.7929149960109,503.63142668115995,581.81,1
2020-02-01,gr1,hambantota,542.75,1,31.196415,77.6,181.5628,6.2,104,4292.613909225447,1,326.77925871339266,510.29388329264265,533.38,1
2020-03-01,gr1,hambantota,513.5,1,31.665936,13.4,185.0567,5.4,104,4216.20419846974,1,313.43105721028604,527.7264663562312,531.11,1
2020-04-01,gr1,hambantota,495.0,0,31.515667,73.6,193.0854,5.2,104,4167.7440122697435,1,335.2846842641253,529.0948182428227,512.35,1
2020-05-01,gr1,hambantota,505.75,0,31.359486,68.200005,187.865,4.0,104,4173.511989811648,0,336.0734557601999,504.6000786760508,515.98,1
2020-06-01,gr1,hambantota,498.6,1,32.387333,27.2,185.9545,3.9,104,4208.7288906415915,0,327.53341621104533,484.47507333067097,498.81,1
2020-07-01,gr1,hambantota,483.75,1,31.046581,92.5,185.8487,4.2,104,4150.473183743466,0,326.4828043384386,518.9519109884507,495.04,1
2020-08-01,gr1,hambantota,555.4,1,31.374,48.1,184.8939,4.1,104,4239.091143588866,0,335.42109952567876,496.6444089746413,546.41,1
2020-09-01,gr1,hambantota,575.5,0,30.722334,60.0,185.0317,4.0,104,4248.168806462216,0,301.3346338292694,497.9541570032715,577.39,1
2020-10-01,gr1,hambantota,550.0,0,32.34013,31.9,184.4379,4.0,104,4224.12362076216,0,323.2316771418478,477.58599694729867,562.98,1
2020-11-01,gr1,hambantota,551.25,1,30.070667,196.50002,184.4379,4.1,104,4254.152562158763,0,317.96326249823034,519.0897550939751,551.98,1
2020-12-01,gr1,hambantota,520.0,1,29.843357,110.2,187.1822,4.2,104,4106.636740370413,0,327.9426467962183,545.9174356372603,543.59,1
2021-01-01,gr1,hambantota,523.75,1,28.936903,177.3,190.4918,3.0,104,4160.373963078365,0,320.8614388304637,487.2103167494913,522.04,1
2021-02-01,gr1,hambantota,506.75,1,30.95436,22.5,194.0665,3.3,104,4238.731702671467,1,323.2307927311603,515.268894255621,511.54,1
2021-03-01,gr1,hambantota,598.0,1,30.82884,116.3,196.9825,4.1,104,4203.490104249501,1,332.8101636173511,545.2741335530934,608.51,1
2021-04-01,gr1,hambantota,681.0,0,31.787333,48.0,197.423,3.9,104,4215.36497604383,1,318.1285573499545,521.5496103703772,684.43,1
2021-05-01,gr1,hambantota,673.3333333333334,0,31.661097,89.299995,199.5847,4.5,111,4234.097648564748,0,319.7713193770112,508.3280134730799,671.86,1
2021-06-01,gr1,hambantota,787.0,1,32.11067,35.6,199.8161,5.2,111,4192.647130924893,0,308.209602088402,500.3541193149064,751.81,1
2021-07-01,gr1,hambantota,765.0,1,31.991743,35.800003,199.9778,5.7,111,4199.049189604865,0,331.0969984195622,514.2290260824859,749.55,1
2021-08-01,gr1,hambantota,713.3333333333334,1,31.467548,54.1,200.4965,6.0,111,4247.963541304261,0,327.388104808875,554.0502931625921,732.83,1
2021-09-01,gr1,hambantota,777.9166666666667,0,31.379,77.1,201.9858,5.7,111,4133.988339648968,0,318.3117827680999,483.6404154922569,785.26,1
2021-10-01,gr1,hambantota,842.5,0,30.693356,130.0,201.0899,7.6,111,4143.767895408107,0,336.39964529371395,482.6036732093567,837.68,1
2021-11-01,gr1,hambantota,1015.8,1,29.817333,223.40001,201.8582,9.9,111,4140.837074366711,0,313.07579020126144,521.4536104865869,998.1,1
2021-12-01,gr1,hambantota,1163.0,1,29.730453,125.700005,201.399,12.1,121,4147.039323905552,0,330.760071385986,505.75652271647914,1117.54,1
2022-01-01,gr1,hambantota,1173.0,1,30.49013,43.1,201.4647,14.2,121,4173.474942619474,0,312.8084668075758,512.2015258688111,1142.21,1
2022-02-01,gr1,hambantota,1168.75,1,31.509716,44.0,201.7362,15.1,176,4145.922599819281,1,308.5627379267934,546.6114980807808,1160.14,1
2022-03-01,gr1,hambantota,1479.25,1,31.291742,70.9,255.8081,18.7,176,4170.380303788056,1,313.29379790923355,500.9536723852241,1460.57,1
2022-04-01,gr1,hambantota,1813.3333333333333,0,30.857334,82.6,319.4404,29.8,289,4109.755894966774,1,333.1030874611961,533.90405800168,1744.73,1
2022-05-01,gr1,hambantota,1800.0,0,30.783678,121.3,358.939,39.1,289,4076.4177749936357,0,318.9039019607417,486.6280148224361,1845.21,1
2022-06-01,gr1,hambantota,1800.0,1,30.675667,42.5,360.2428,54.6,430,4183.698823391608,0,326.38051101440755,520.9200549450654,1843.43,1
2022-07-01,gr1,hambantota,1785.0,1,31.825613,114.8,360.8724,60.8,430,4231.639093305314,0,324.9669922323652,502.76593859487485,1805.43,1
2022-08-01,gr1,hambantota,1774.0,1,31.088516,61.3,360.9983,64.3,430,4153.891733791119,0,302.26967531793116,542.7462908472946,1801.86,1
2022-09-01,gr1,hambantota,1785.5,0,31.115667,33.8,362.3826,69.8,415,4160.4762772277345,0,331.3377009686707,542.4371571246094,1767.02,1
2022-10-01,gr1,hambantota,1841.5,0,31.228838,105.1,363.1484,66.0,430,4135.24606139682,0,313.5851840477705,517.0206138046541,1808.95,1
2022-11-01,gr1,hambantota,1763.4,1,30.024,215.1,363.394,61.0,420,4209.904238038393,0,311.8291136893181,521.571540594383,1745.04,1
2022-12-01,gr1,hambantota,1758.25,1,29.314323,193.5,363.1652,57.2,420,4287.613522171181,0,338.00511181510853,499.5194281822724,1640.54,1
2023-01-01,gr1,hambantota,1757.2,1,30.288517,78.9,362.4228,51.7,405,4216.306651112106,0,331.2103066732447,559.4508435357961,1678.93,1
2023-02-01,gr1,hambantota,1757.2,1,30.85793,81.0,361.9766,50.6,405,4255.165094100826,1,322.6536234939963,503.3587739030029,1678.93,1
2023-03-01,gr1,hambantota,1695.75,1,31.00626,88.899994,329.4709,50.3,325,4251.457781866282,1,297.0381904686276,530.4450127203555,1668.46,1
2023-04-01,gr1,hambantota,1391.5,0,31.507334,105.5,321.4244,35.3,310,4252.682089830392,1,311.30336918725305,494.8972925605321,1409.21,1
2023-05-01,gr1,hambantota,1362.8,0,31.454645,67.6,310.1639,25.2,310,4231.620386952776,0,327.84604287898026,518.1720088498178,1414.43,1
2023-06-01,gr1,hambantota,1300.0,1,32.52233,15.2,301.2612,12.0,308,4210.384384358155,0,321.6476084123652,488.04801660809136,1332.7,1
2023-07-01,gr1,hambantota,1426.4,1,31.703032,50.199997,319.2903,6.3,306,4190.656417791932,0,325.57691060725125,530.0048093887314,1460.24,1
2023-08-01,gr1,hambantota,1981.25,1,32.16271,31.100002,321.5764,4.0,341,4185.910769556975,0,340.2360621922964,561.358126763271,1915.91,1
2023-09-01,gr1,hambantota,1965.25,0,29.607334,172.8,322.7693,1.3,351,4168.113000787434,0,320.19147777415753,533.7413159171783,1925.25,1
2023-10-01,gr1,hambantota,1968.6,0,28.60787,314.19998,324.7303,1.5,356,4216.722839499351,0,315.63280263959405,521.0332195370216,1935.31,1
2023-11-01,gr1,hambantota,1920.75,1,28.715668,325.1,328.25,3.4,329,4229.196409266298,0,327.30764119066527,521.4250749982178,1933.73,1
2023-12-01,gr1,hambantota,1888.25,1,28.893356,267.4,326.7423,4.0,358,4202.321827407807,0,307.4760655558688,520.0136563791497,1888.79,1
2024-01-01,gr1,hambantota,1961.6,1,29.754646,177.8,321.1706,6.4,363,4259.752331446242,0,320.34152417488025,480.4354950125038,1891.64,1
2024-02-01,gr1,hambantota,1762.0,1,31.76193,28.7,312.5801,5.9,363,4195.041206811031,1,320.85318142565023,516.3486205124092,1809.61,1
2024-03-01,gr1,hambantota,1637.5,1,31.961098,83.9,305.665,0.9,363,4209.826058485073,1,337.95211355912323,512.7992146248604,1704.27,1
2024-04-01,gr1,hambantota,1443.2,0,31.420666,103.5,299.4232,1.5,333,4221.2728780892485,1,317.0603305233582,518.3256408030157,1566.09,1
2024-05-01,gr1,hambantota,1577.75,0,30.699808,220.8,299.6923,0.9,317,4269.967771829301,0,316.0798736008087,538.6625614468214,1576.39,1
2024-06-01,gr1,hambantota,1577.75,1,30.274,53.2,303.8121,1.7,317,4221.208297320096,0,308.8347556005134,566.1583250123222,1576.39,1
2024-07-01,gr1,hambantota,1577.75,1,31.55626,38.4,303.7559,2.4,317,4211.222590927999,0,310.75766855731695,510.8430322763502,1576.39,1
2024-08-01,gr1,hambantota,1577.75,1,30.927227,109.3,300.6683,0.5,307,4258.636450962968,0,307.004187630724,480.62153715167835,1576.39,1
2024-09-01,gr1,hambantota,1577.75,0,31.470667,75.0,301.1505,-0.5,283,4122.170905067012,0,325.14254756017834,484.5786289382382,1576.39,1
2024-10-01,gr1,hambantota,1577.75,0,30.390131,156.40001,293.7851,-0.8,283,4195.964170994571,0,314.97025229448656,515.1866965093957,1576.39,1
2024-11-01,gr1,hambantota,1577.75,1,29.769001,314.90002,292.0092,-2.1,286,4207.520945257179,0,307.623375776727,502.87003525181603,1576.39,1
2024-12-01,gr1,hambantota,1577.75,1,29.803034,201.90001,291.6805,-1.7,286,4222.676715075699,0,339.9251535316812,509.4340590667404,1576.39,1
2025-01-01,gr1,hambantota,1577.75,1,28.561098,394.4,296.1796,-4.0,286,4168.051912615525,0,329.6818466053286,509.50675185866396,1576.39,1
2025-02-01,gr1,hambantota,1577.75,1,31.08293,55.8,296.8034,-4.2,286,4214.059571198469,1,321.75211418908515,539.9223642982225,1576.39,1
2025-03-01,gr1,hambantota,1577.75,1,30.403032,158.1,295.909,-2.6,286,4205.268775307298,1,320.54934110999847,522.8609753975791,1576.39,1
2025-04-01,gr1,hambantota,1577.75,0,30.879,122.299995,298.5312,-2.0,286,4287.478837159347,1,323.27821172843085,491.86369981004924,1576.39,1
2025-05-01,gr1,hambantota,1577.75,0,32.304646,54.9,299.4142,-0.7,274,4248.193955839745,0,329.96858773465806,539.2060959256294,1576.39,1
2025-06-01,gr1,hambantota,1577.75,1,32.537334,40.8,299.9014,-0.6,274,4161.501338447068,0,313.93299705234705,538.2694746403481,1576.39,1
2025-07-01,gr1,hambantota,1577.75,1,33.327225,59.4,301.1217,-0.3,289,4194.438696932565,0,326.6834048871808,507.8354698511048,1576.39,1
2025-08-01,gr1,hambantota,1577.75,1,32.433678,23.4,301.4891,1.2,289,4133.438352322111,0,336.9995737457638,497.53011933520804,1576.39,1
2025-09-01,gr1,hambantota,1577.75,0,32.765667,45.7,302.1955,1.5,283,4226.82549217852,0,330.30580585624057,520.3603374408889,1576.39,1
2025-10-01,gr1,hambantota,1577.75,0,31.236902,156.7,302.9987,2.1,277,4224.32508219131,0,322.60442263333556,491.52634726232156,1576.39,1
2025-11-01,gr1,hambantota,1577.75,1,30.671827,262.2,302.9987,2.1,277,4221.846908487318,0,317.559195263258,524.0951776480357,1576.39,1
2020-01-01,gr1,kalutara,555.0,1,30.246387,26.500002,181.4036,5.7,104,4227.128002179298,0,305.2108843122587,520.4780608656991,581.81,1
2020-02-01,gr1,kalutara,517.5,1,30.820414,37.600002,181.5628,6.2,104,4169.96806550406,1,330.39904687396074,540.2292607081671,533.38,1
2020-03-01,gr1,kalutara,534.0,1,31.501226,60.0,185.0567,5.4,104,4252.856111310945,1,306.52873710470305,514.067850818604,531.11,1
2020-04-01,gr1,kalutara,528.3333333333333,0,31.169666,160.2,193.0854,5.2,104,4196.399493920983,1,329.2784012808124,525.0633047607596,512.35,1
2020-05-01,gr1,kalutara,522.6666666666666,0,29.66413,311.6,187.865,4.0,104,4174.9121478207735,0,318.3287828621359,499.1591117551379,515.98,1
2020-06-01,gr1,kalutara,500.0,1,29.211334,248.70001,185.9545,3.9,104,4191.9357144167,0,346.01683114180395,526.9960004913581,498.81,1
2020-07-01,gr1,kalutara,500.0,1,28.717354,261.6,185.8487,4.2,104,4129.907446860386,0,318.6598283332708,536.9031594236865,495.04,1
2020-08-01,gr1,kalutara,512.0,1,28.796387,176.40001,184.8939,4.1,104,4119.625838271939,0,345.5819928566825,525.912489774942,546.41,1
2020-09-01,gr1,kalutara,560.5,0,28.078,329.6,185.0317,4.0,104,4239.354230187123,0,308.58310885866496,523.8821526190671,577.39,1
2020-10-01,gr1,kalutara,575.75,0,28.839937,113.1,184.4379,4.0,104,4231.283367388251,0,308.8038256671099,525.8438545665275,562.98,1
2020-11-01,gr1,kalutara,555.0,1,29.491333,256.80002,184.4379,4.1,104,4142.851485108469,0,327.6608027838469,554.4939329952222,551.98,1
2020-12-01,gr1,kalutara,529.0,1,29.018969,208.20001,187.1822,4.2,104,4175.7318226085445,0,325.159392177041,516.4887210900157,543.59,1
2021-01-01,gr1,kalutara,494.25,1,28.873806,239.5,190.4918,3.0,104,4209.322715738472,0,321.7644155527723,549.4534135150196,522.04,1
2021-02-01,gr1,kalutara,477.25,1,30.521214,32.8,194.0665,3.3,104,4263.345557459331,1,310.4667139174129,501.02166958350324,511.54,1
2021-03-01,gr1,kalutara,549.6,1,30.115742,224.5,196.9825,4.1,104,4223.105173713164,1,338.73297776217544,559.7455199846162,608.51,1
2021-04-01,gr1,kalutara,658.3333333333334,0,29.973,97.9,197.423,3.9,104,4217.850774298252,1,324.52371796249736,521.4407372256749,684.43,1
2021-05-01,gr1,kalutara,665.0,0,29.612514,393.5,199.5847,4.5,111,4240.675481800032,0,298.78145100991406,546.5159329508438,671.86,1
2021-06-01,gr1,kalutara,722.5,1,28.686335,255.7,199.8161,5.2,111,4203.790227909686,0,319.7580439360908,470.2334529317402,751.81,1
2021-07-01,gr1,kalutara,745.0,1,28.670582,268.7,199.9778,5.7,111,4273.767810847477,0,323.5063009927356,543.9449384729046,749.55,1
2021-08-01,gr1,kalutara,718.3333333333334,1,28.277033,256.8,200.4965,6.0,111,4201.225508712947,0,315.64513629430155,524.505282344951,732.83,1
2021-09-01,gr1,kalutara,761.6666666666667,0,28.424665,282.90002,201.9858,5.7,111,4171.15481721688,0,329.50307591973575,544.3794157958732,785.26,1
2021-10-01,gr1,kalutara,805.0,0,28.694773,284.2,201.0899,7.6,111,4206.014781585595,0,329.5287454720294,494.13716912482704,837.68,1
2021-11-01,gr1,kalutara,948.0,1,28.216333,473.2,201.8582,9.9,111,4234.302572999922,0,313.88230909094716,534.7930630344935,998.1,1
2021-12-01,gr1,kalutara,1038.75,1,29.346386,83.100006,201.399,12.1,121,4218.329912304843,0,312.4803066826118,528.6452590126831,1117.54,1
2022-01-01,gr1,kalutara,1070.0,1,29.991549,76.0,201.4647,14.2,121,4188.951520023339,0,317.31469352094166,506.1079926167371,1142.21,1
2022-02-01,gr1,kalutara,1132.0,1,30.460499,73.4,201.7362,15.1,176,4162.182462735785,1,322.8712416520182,497.9266034293926,1160.14,1
2022-03-01,gr1,kalutara,1381.0,1,30.335096,87.5,255.8081,18.7,176,4228.1484618345285,1,308.0636316824352,528.5088972836835,1460.57,1
2022-04-01,gr1,kalutara,1576.6666666666667,0,29.758,228.0,319.4404,29.8,289,4166.868812052708,1,317.85078969711265,498.9971852079571,1744.73,1
2022-05-01,gr1,kalutara,1742.5,0,28.883484,606.10004,358.939,39.1,289,4143.514657267119,0,325.462842480037,538.7583107502131,1845.21,1
2022-06-01,gr1,kalutara,1742.5,1,28.433,297.7,360.2428,54.6,430,4214.488742844821,0,321.42943094763706,543.7346924035467,1843.43,1
2022-07-01,gr1,kalutara,1802.5,1,28.523806,185.7,360.8724,60.8,430,4257.187702160347,0,331.0095963499857,522.6859299449559,1805.43,1
2022-08-01,gr1,kalutara,1754.0,1,28.13671,304.30002,360.9983,64.3,430,4177.785336996194,0,319.70737186315023,553.527860544164,1801.86,1
2022-09-01,gr1,kalutara,1675.0,0,28.404667,176.2,362.3826,69.8,415,4236.2883311949345,0,318.02661579692676,528.328920762029,1767.02,1
2022-10-01,gr1,kalutara,1735.0,0,28.115742,428.7,363.1484,66.0,430,4241.1585291980955,0,325.1308542009729,547.9918929029159,1808.95,1
2022-11-01,gr1,kalutara,1726.0,1,28.942999,198.90001,363.394,61.0,420,4202.960921700725,0,301.06385333046217,521.5431299243544,1745.04,1
2022-12-01,gr1,kalutara,1450.0,1,28.79155,145.1,363.1652,57.2,420,4129.624415264109,0,306.9117960088089,549.0185509655843,1640.54,1
2023-01-01,gr1,kalutara,1534.0,1,29.148,82.6,362.4228,51.7,405,4230.796780347213,0,314.75911602065406,503.94351112098315,1678.93,1
2023-02-01,gr1,kalutara,1534.0,1,29.2605,82.4,361.9766,50.6,405,4172.7540456595525,1,318.62628211600605,506.50131962418897,1678.93,1
2023-03-01,gr1,kalutara,1577.5,1,30.094774,138.1,329.4709,50.3,325,4151.081361119248,1,320.005279588566,542.0264591547152,1668.46,1
2023-04-01,gr1,kalutara,1380.0,0,30.768,172.4,321.4244,35.3,310,4153.838337694455,1,328.1788965802503,512.2460016718288,1409.21,1
2023-05-01,gr1,kalutara,1350.0,0,29.62542,234.2,310.1639,25.2,310,4290.622427899846,0,294.3766634120469,522.6385593354391,1414.43,1
2023-06-01,gr1,kalutara,1216.25,1,29.084665,348.0,301.2612,12.0,308,4196.491714427068,0,335.4902015149519,550.603903977267,1332.7,1
2023-07-01,gr1,kalutara,1356.0,1,28.846386,216.6,319.2903,6.3,306,4176.062568916826,0,316.2480361967606,492.55068904231797,1460.24,1
2023-08-01,gr1,kalutara,1802.5,1,29.267355,187.8,321.5764,4.0,341,4278.978607286535,0,340.8953872169477,508.3643593321589,1915.91,1
2023-09-01,gr1,kalutara,1852.5,0,28.488,573.0,322.7693,1.3,351,4224.622563200407,0,321.89706167610393,498.45247846030486,1925.25,1
2023-10-01,gr1,kalutara,1907.0,0,28.693161,610.3,324.7303,1.5,356,4169.36056547578,0,315.4790966716692,476.20156590042893,1935.31,1
2023-11-01,gr1,kalutara,1925.0,1,29.138,569.7,328.25,3.4,329,4252.208043853454,0,300.29896182288167,546.6267812397681,1933.73,1
2023-12-01,gr1,kalutara,1821.25,1,29.23671,331.4,326.7423,4.0,358,4201.437241146741,0,335.11154930247346,503.52129026056,1888.79,1
2024-01-01,gr1,kalutara,1737.0,1,29.894773,145.2,321.1706,6.4,363,4148.674235029447,0,323.4767648353834,537.8929437514774,1891.64,1
2024-02-01,gr1,kalutara,1716.25,1,31.694553,32.4,312.5801,5.9,363,4135.984780066456,1,334.2236986169851,517.5253463980049,1809.61,1
2024-03-01,gr1,kalutara,1660.0,1,32.03187,58.100002,305.665,0.9,363,4222.385428000865,1,325.3450564848055,478.27044683257833,1704.27,1
2024-04-01,gr1,kalutara,1430.0,0,31.783,183.8,299.4232,1.5,333,4120.804858825713,1,316.129002975256,521.4639398200339,1566.09,1
2024-05-01,gr1,kalutara,1483.75,0,30.16413,654.9,299.6923,0.9,317,4232.0421430633505,0,315.21162543991596,513.6982653761178,1576.39,1
2024-06-01,gr1,kalutara,1483.75,1,29.391333,323.7,303.8121,1.7,317,4167.429099819277,0,335.337277099165,540.2527481928814,1576.39,1
2024-07-01,gr1,kalutara,1483.75,1,29.297998,296.2,303.7559,2.4,317,4278.699338164502,0,320.3279699541159,522.9012749191876,1576.39,1
2024-08-01,gr1,kalutara,1483.75,1,28.773806,366.2,300.6683,0.5,307,4172.484742307729,0,317.28344889673946,545.0568526885497,1576.39,1
2024-09-01,gr1,kalutara,1483.75,0,29.402998,311.4,301.1505,-0.5,283,4135.850388790572,0,317.7060925593197,510.04858323229587,1576.39,1
2024-10-01,gr1,kalutara,1483.75,0,28.801226,401.8,293.7851,-0.8,283,4236.381477181849,0,333.81454078690484,531.7233160078557,1576.39,1
2024-11-01,gr1,kalutara,1483.75,1,29.103,324.0,292.0092,-2.1,286,4210.871643658986,0,320.7595526791609,536.2159729118342,1576.39,1
2024-12-01,gr1,kalutara,1483.75,1,29.373806,137.1,291.6805,-1.7,286,4216.067860772514,0,326.92918623031613,543.6378218591992,1576.39,1
2025-01-01,gr1,kalutara,1483.75,1,28.668966,194.9,296.1796,-4.0,286,4157.651932584084,0,327.9037189605171,510.74120975949484,1576.39,1
2025-02-01,gr1,kalutara,1483.75,1,30.147999,93.9,296.8034,-4.2,286,4229.737717083264,1,297.80699627252466,526.3904934156591,1576.39,1
2025-03-01,gr1,kalutara,1483.75,1,30.722193,131.1,295.909,-2.6,286,4188.768342500149,1,329.7581671934471,530.7258181903438,1576.39,1
2025-04-01,gr1,kalutara,1483.75,0,29.723,238.70001,298.5312,-2.0,286,4164.900415609663,1,325.34629086122436,552.295575814197,1576.39,1
2025-05-01,gr1,kalutara,1483.75,0,30.043161,281.80002,299.4142,-0.7,274,4193.508965013329,0,346.20793091029975,487.76865281794346,1576.39,1
2025-06-01,gr1,kalutara,1483.75,1,28.896334,298.1,299.9014,-0.6,274,4167.536122746699,0,320.58022734808395,508.06051426557855,1576.39,1
2025-07-01,gr1,kalutara,1483.75,1,28.681871,252.0,301.1217,-0.3,289,4153.966320346031,0,317.9850846605248,557.8088137031157,1576.39,1
2025-08-01,gr1,kalutara,1483.75,1,28.57542,206.3,301.4891,1.2,289,4235.4054338344295,0,324.63184795267586,547.2512570542491,1576.39,1
2025-09-01,gr1,kalutara,1483.75,0,28.764668,277.30002,302.1955,1.5,283,4249.602117476826,0,310.9224381985308,527.2129578287158,1576.39,1
2025-10-01,gr1,kalutara,1483.75,0,29.23187,249.2,302.9987,2.1,277,4202.832496244855,0,326.25630933646,509.6461485426157,1576.39,1
2025-11-01,gr1,kalutara,1483.75,1,29.552347,183.9,302.9987,2.1,277,4208.520811118774,0,327.5678867998698,515.5697347409575,1576.39,1
2020-01-01,gr1,kandy,603.5,1,28.454937,7.4000006,181.4036,5.7,104,4224.835707650562,0,317.7523459810732,532.441399806121,581.81,1
2020-02-01,gr1,kandy,531.0,1,30.08714,12.200001,181.5628,6.2,104,4129.384814933235,1,315.5671774880849,537.7046296597798,533.38,1
2020-03-01,gr1,kandy,541.0,1,32.780743,12.799999,185.0567,5.4,104,4133.590697555079,1,335.61511196726855,513.2972443765709,531.11,1
2020-04-01,gr1,kandy,540.5,0,31.386333,119.7,193.0854,5.2,104,4184.539381207439,1,305.78189333258155,510.96681047680755,512.35,1
2020-05-01,gr1,kandy,528.5,0,28.654936,230.1,187.865,4.0,104,4204.352353411909,0,300.33643410624,510.1769250571579,515.98,1
2020-06-01,gr1,kandy,498.0,1,28.296333,89.8,185.9545,3.9,104,4126.824252593394,0,323.9968795175264,501.4660338230538,498.81,1
2020-07-01,gr1,kandy,492.75,1,27.806547,140.8,185.8487,4.2,104,4190.381951760944,0,311.494795457907,554.7770270370667,495.04,1
2020-08-01,gr1,kandy,544.6,1,27.496872,159.20001,184.8939,4.1,104,4223.679621531759,0,337.26963851233404,501.5106802374089,546.41,1
2020-09-01,gr1,kandy,579.75,0,26.298,189.40001,185.0317,4.0,104,4165.998763921076,0,314.48814283671464,509.0346241014985,577.39,1
2020-10-01,gr1,kandy,559.25,0,27.196873,112.8,184.4379,4.0,104,4159.209485751728,0,332.2103369552535,544.5796100497812,562.98,1
2020-11-01,gr1,kandy,557.0,1,27.513,210.1,184.4379,4.1,104,4177.674252396649,0,291.27737786718353,512.2995637657427,551.98,1
2020-12-01,gr1,kandy,571.6,1,26.587194,251.90001,187.1822,4.2,104,4392.636574532736,0,334.9268856895952,497.39861321919284,543.59,1
2021-01-01,gr1,kandy,556.25,1,26.575905,145.70001,190.4918,3.0,104,4164.2348145370015,0,331.64739354457174,517.6754191375609,522.04,1
2021-02-01,gr1,kandy,532.25,1,28.632643,15.2,194.0665,3.3,104,4167.333538371315,1,326.19154261005195,497.04617220368664,511.54,1
2021-03-01,gr1,kandy,622.8,1,29.661386,87.8,196.9825,4.1,104,4281.620565196582,1,351.9310756784486,544.4616613419065,608.51,1
2021-04-01,gr1,kandy,700.3333333333334,0,29.809668,227.90001,197.423,3.9,104,4102.395610023875,1,316.6522466789346,525.7744732565004,684.43,1
2021-05-01,gr1,kandy,686.0,0,27.716227,299.4,199.5847,4.5,111,4198.954920301792,0,316.46833707189313,511.7278893315671,671.86,1
2021-06-01,gr1,kandy,784.5,1,27.011333,140.5,199.8161,5.2,111,4304.619363784273,0,316.08241850956176,510.73677275829203,751.81,1
2021-07-01,gr1,kandy,770.0,1,27.050098,135.6,199.9778,5.7,111,4212.248328555436,0,315.25096343377476,532.2043233917844,749.55,1
2021-08-01,gr1,kandy,737.3333333333334,1,26.595259,138.4,200.4965,6.0,111,4276.636945650129,0,331.0708066928697,512.0863857648748,732.83,1
2021-09-01,gr1,kandy,792.7916666666667,0,27.169668,129.2,201.9858,5.7,111,4158.0139078909615,0,338.3818367679512,524.6804890870629,785.26,1
2021-10-01,gr1,kandy,848.25,0,27.138807,238.5,201.0899,7.6,111,4261.890815598673,0,321.8958161659874,531.6708860602378,837.68,1
2021-11-01,gr1,kandy,994.8,1,25.859669,290.5,201.8582,9.9,111,4258.964859203192,0,318.24114187567665,516.1146173604296,998.1,1
2021-12-01,gr1,kandy,1096.75,1,27.158161,44.7,201.399,12.1,121,4130.994927089256,0,316.90790922950134,528.8600426089475,1117.54,1
2022-01-01,gr1,kandy,1153.0,1,28.50171,32.7,201.4647,14.2,121,4194.648482002272,0,304.1586405699451,499.22912358312055,1142.21,1
